기관명,기관구분,주소,홈페이지,latitude,longitude,전화번호
공감플러스,정신재활시설,서울특별시 강서구 화곡로61길 130 남영빌딩 3층,sotong2013.modoo.at/,37.5586659,126.8452889,031-401-4515
공군교육사 기지병원,병원,경상남도 진주시 금산면 송백로 46 46,,35.2036105,128.1456443,055-750-2603
공군항공우주의료원,국립,충청북도 청주시 상당구 남일면 쌍수관기길 6,,36.5755417,127.5121667,043-290-5647
공군항공우주의료원,병원,충청북도 청주시 상당구 남일면 단재로 635-0 (),,36.57967379999999,127.5273816,043-290-5647
공생하우스,정신재활시설,제주특별자치도 제주시 아봉로449-10 ,www.gongsaeng.or.kr,33.4715223,126.5822314,전화번호 없음
공정신건강의학과의원,의원,부산광역시 연제구 중앙대로 1033 9층 일부호 (연산동),,35.1809364,129.077138,055-748-3500
공주노인정신건강의학과의원,의원,충청남도 공주시 봉정돌고개길 37 (봉정동),,36.4390214,127.092088,041-852-5233
공주벧엘정신요양원,정신요양시설,충청남도 공주시 백제문화로 2015-20,www.btysw.or.kr,36.4497844,127.0990408,전화번호 없음
공주시보건소,보건소,충청남도 공주시 봉황로 123,,36.4572375,127.1207702,041-840-2504
과천시보건소,보건소,경기도 과천시 관문로 69 ,,37.4293586,126.9874906,02-2150-3800
곽병원,종합병원,대구광역시 중구 국채보상로 531 (수동),,35.868753,128.5895829,053-252-1026
곽호순병원,병원,대구광역시 서구 통학로 31 (내당동),,35.8629925,128.5639929,053-563-0179
관악구 정신건강복지센터,기초정신건강복지센터,"서울특별시 관악구 관악로 145, 3동 4층",www.gwanakmaum.or.kr/,37.4782605,126.9515208,02-865-1253
관악구보건소,보건소,서울특별시 관악구 관악로 145,http://www.gwanak.go.kr/site/health/main.do,37.4782605,126.9515208,02-879-7024
관악좋은집,정신재활시설,"서울특별시 관악구 법원단지32길 5, 201호(신림동)",caf?.naver.com/positivehouse,37.4756957,126.9247029,02-587-1717
관저정신건강의학과의원,의원,대전광역시 서구 관저로 164 5층 (관저동),,36.2987237,127.3399883,042-541-7550
광교연세 정신건강의학과 의원,의원,경기도 수원시 영통구 센트럴타운로 106 402호 (이의동),,37.2927328,127.0501699,031-8004-3311
광명성애병원,종합병원,"경기도 광명시 디지털로 36 (철산동, 광명성애병원)",,37.473461,126.871844,02-2684-9878
광명시보건소,보건소,경기도 광명시 오리로 613 ,,37.4558417,126.8784352,02-2680-6546
광명시자살예방센터,자살예방센터,경기도 광명시 오리로 613 광명시보건소 1층 11호,www.gspc.kr,37.4558417,126.8784352,02-2618-8255
광명정신건강의학과의원,의원,"경기도 광명시 오리로 957 5층 (광명동, 누가빌딩)",,37.4784601,126.8567338,02-895-9290
광산구보건소,보건소,광주광역시 광산구 광산로 29번길 15 ,,35.1396551,126.7937995,062-952-1610
광양시 정신건강복지센터,기초정신건강복지센터,전라남도 광양시 광양읍 인덕로 1100,www.gwangyang.go.kr,34.9807065,127.5830553,전화번호 없음
광양시보건소,보건소,전라남도 광양시 광양읍 인덕로 1100,,34.9807065,127.5830553,061-797-4097
광장정신건강의학과의원,의원,대구광역시 서구 달구벌대로 1733 (내당동),,35.8572067,128.5548104,031-402-1789
광주광역시 기초정신건강복지센터,기초정신건강복지센터,광주광역시 서구 운천로 172번길 32(상무금호보건지소 정신보건팀),www.haniemhc,35.14817560000001,126.8601696,전화번호 없음
광주광역자살예방센터,자살예방센터,"광주광역시 동구 제봉로 27, 5층",www.gmhc.kr,35.1411757,126.9212006,전화번호 없음
광주기독병원,종합병원,광주광역시 남구 양림로 37 (양림동),,35.1366889,126.9120838,062-650-5238
광주미래병원,병원,광주광역시 북구 두리봉길 59 (각화동),,35.1808595,126.932993,031-767-2804
광주보훈병원,종합병원,광주광역시 광산구 첨단월봉로 99 (산월동),,35.2077914,126.8494861,062-973-7846
광주새생명보건센터,정신재활시설,광주광역시 동구 중흥로 197,www.gjw.or.kr/newlife/,35.1608504,126.9153163,062-514-0072
광주소망병원,병원,광주광역시 동구 천변좌로 700 (용산동),,35.1216856,126.9308623,031-762-8848
광주시립정신병원,공립,광주광역시 광산구 삼도로 84-3,,35.1626461,126.6679742,062-949-5200
광주시보건소,보건소,경기도 광주시 파발로 194 ,,37.416444,127.2503366,031-760-5656
광주시청 건강정책과,보건소,광주광역시 서구 내방로 111 (치평동) ,,35.1597705,126.8515218,전화번호 없음
광주정신건강의학과의원,의원,광주광역시 서구 상무대로 1071 (화정동),,35.1528357,126.879065,031-763-3267
광주정신재활센터,정신재활시설,광주광역시 북구 서하로 240-18 2층,www.gjpsy.org,35.1863759,126.9071901,062-512-7039
광주제일병원,중독관리통합지원센터,광주광역시 남구 독립로 25-1,www.namguacc.or.kr,35.1359853,126.9012798,031-711-0220
광주제일병원,병원,"광주광역시 남구 회재로 1299 (백운동, 광주제일병원)",,35.1370914,126.9014184,031-711-0220
광주해피라이프,정신재활시설,광주광역시 서구 화운로 172,www.gjw.or.kr/kjhappylife,35.1542289,126.8770355,062-364-7473
광진 오사랑의집,정신재활시설,"서울특별시 광진구 긴고랑로 36길 57-11, 301호",www.gj-silver.co.kr/,37.5574114,127.0912222,전화번호 없음
광진구보건소,보건소,서울특별시 광진구 자양로 117 ,,37.5384193,127.0824491,02-450-7011
광진구정신건강복지센터,기초정신건강복지센터,서울특별시 광진구 긴고랑로 110 중곡종합건강센터 4층,www.hopegj.or.kr,37.5593255,127.0870672,02-452-1535
광화문숲정신건강의학과의원,의원,서울특별시 종로구 종로3길 30 3층 (청진동),,37.5716433,126.9794959,02-722-7977
괴산군 정신건강복지센터,기초정신건강복지센터,충청북도 괴산군 괴산읍 읍내로2길 27-10,www.gsmhc.co.kr,36.8068946,127.7909886,전화번호 없음
괴산군보건소,보건소,충청북도 괴산군 괴산읍 동진천길 43 ,,36.807949,127.7963438,043-836-7269
구례군 정신건강복지센터,기초정신건강복지센터,전라남도 구례군 구례읍 동편제길30 ,www.gurye.go.kr/health,35.215982,127.4613974,061-780-2047
구례군보건의료원,보건소,전라남도 구례군 구례읍 동편제길 30 ,,35.215982,127.4613974,061-780-2032
구로구 정신건강복지센터,기초정신건강복지센터,서울특별시 구로구 새말로 60,www.grcmhc.or.kr,37.5033217,126.8866996,02-861-2285
구로구공동희망학교,정신재활시설,"서울특별시 구로구 구로중앙로18길 50, 2층",gcmh2013.com,37.4957694,126.8920311,02-6739-3500
구로구보건소,보건소,서울특별시 구로구 구로중앙로 28길 66 ,,37.5000803,126.8893198,02-860-8164
구리시보건소,보건소,경기도 구리시 건원대로 34번길 84,,37.6048333,127.1451154,031-550-2468
구미시 구미보건소,보건소,경상북도 구미시 선산대로 111,,36.1399663,128.3459951,054-481-9696
구미시 선산보건소,보건소,경상북도 구미시 선산읍 선주로 121,,36.2442422,128.2999547,054-482-2646
구미시 정신건강복지센터,기초정신건강복지센터,경상북도 구미시 선산읍 선주로 121,https://www.gumi.go.kr/ssphc,36.2442422,128.2999547,054-454-0199
구월성모정신건강의학과의원,의원,"인천광역시 남동구 호구포로 818 퍼스트하임프라자 213,214호 (구월동)",,37.4555232,126.7196741,032-713-9199
구의연세정신건강의학과의원,의원,서울특별시 광진구 자양로 95 (자양동),,37.5361988,127.0831787,2201-5757
구자섭정신건강의학과의원,의원,대구광역시 달서구 조암로 1 (월성동),,35.825673,128.5297384,053-637-2727
구정신건강의학과의원,의원,대전광역시 서구 계룡로 599 MG한밭빌딩 4층 403호 (탄방동),,36.3411144,127.3901891,031-668-8883
국군강릉병원,국립,강원도 강릉시 주문진읍 동해대로 4371-34,,37.868723,128.8309248,033-670-6810
국군강릉병원,병원,강원도 강릉시 주문진읍 동해대로 4371-34 4371,,37.868723,128.8309248,033-670-6810
국군고양병원,국립,경기도 고양시 덕양구 혜음로 215,,37.718914,126.8969794,031-963-6657
국군고양병원,병원,경기도 고양시 덕양구 혜음로 215 (벽제동),,37.718914,126.8969794,031-963-6657
국군구리병원,병원,"경기도 구리시 인창2로 177 (인창동, 국군구리병원)",,37.6098691,127.1197913,031-554-0944
국군대구병원,국립,경상북도 경산시 하양읍 대경로 425-41,,35.90223460000001,128.7881878,053-750-1777
국군대구병원,병원,경상북도 경산시 하양읍 대경로 425-41 425,,35.90223460000001,128.7881878,053-750-1777
국군대전병원,국립,대전광역시 유성구 자운로 90,,36.3992692,127.3495959,042-861-8188
국군대전병원,병원,대전광역시 유성구 자운로 90 90,,36.3992692,127.3495959,042-861-8188
국군부산병원,병원,부산광역시 해운대구 세실로 186 (좌동),,35.1823061,129.1785501,051-730-5753
국군부산병원,국립,부산광역시 해운대구 세실로 186번길,,35.1823061,129.1785501,051-730-5753
국군수도병원,국립,경기도 성남시 분당구 새마을로 177번길 81,,37.3923728,127.149075,031-725-6119
국군수도병원,종합병원,경기도 성남시 분당구 새마을로177번길 81 (율동),,37.3923728,127.149075,031-725-6119
국군양주병원,국립,경기도 양주시 은현면 화합로 1133,,37.8509746,127.041624,031-857-0963
국군양주병원,병원,경기도 양주시 은현면 화합로 1133 (),,37.8509746,127.041624,031-857-0963
국군일동병원,국립,경기도 포천시 화현면 화동로 564,,37.9165483,127.3116807,전화번호 없음
국군춘천병원,국립,강원도 춘천시 방고개길 57,,37.9386889,127.7327939,033-241-8995
국군춘천병원,병원,강원도 춘천시 방고개길 57 (신동),,37.9386889,127.7327939,033-241-8995
국군포천병원,병원,경기도 포천시 화현면 화동로 564 564,,37.9165483,127.3116807,031-530-1203
국군함평병원,국립,전라남도 함평군 해보면 신해로 1027,,35.1843589,126.5890647,061-324-0911
국군함평병원,병원,전라남도 함평군 해보면 신해로 1027 (),,35.1843589,126.5890647,061-324-0911
국군홍천병원,국립,강원도 홍천군 두촌면 아홉사리로 43,,37.8045523,127.9973591,033-435-0473
국군홍천병원,병원,강원도 홍천군 두촌면 아홉사리로 53 53,,37.8045523,127.9973591,033-435-0473
국립공주병원,국립,충청남도 공주시 고분티로 623-21,,36.4021212,127.1107576,041-850-5700
국립공주병원,광역정신건강복지센터,충청남도 홍성군 홍북면 충청남도대로 21,www.chmhc.or.kr,36.6413911,126.6853818,041-850-5700
국립공주병원,기초정신건강복지센터,충청남도 공주시 봉황로 123 1층,www.gjcmhc.com,36.4572375,127.1207702,041-850-5700
국립교통재활병원,국립,경기도 양평군 양평읍 중앙로 260,,37.48974090000001,127.5184792,031-580-5555
국립교통재활병원,병원,경기도 양평군 양평읍 중앙로 260 (),,37.48974090000001,127.5184792,031-580-5555
국립나주병원,국립,전라남도 나주시 산포면 세남로 1328-31,,35.009104,126.8261854,061-335-6157
국립나주병원,기초정신건강복지센터,"광주광역시 광산구 상무대로 239-1, 3층",www.gsgmc.or.kr,35.1406356,126.7932136,061-335-6157
국립나주병원,기초정신건강복지센터,"광주광역시 남구 봉선로 1, 5층",www.adolesunrise.net,35.1328667,126.9024585,061-335-6157
국립나주병원,광역정신건강복지센터,전라남도 나주시 산포면 세남로 1328-31,www.061mind.or.kr,35.009104,126.8261854,061-335-6157
국립나주병원,기초정신건강복지센터,전라남도 곡성군 곡성읍 곡성로,www.gsgmind.or.kr,35.2606832,127.2726252,061-335-6157
국립나주병원,기초정신건강복지센터,전라남도 나주시 건재로 211 1층,www.najumind.or.kr,35.0511057,126.7236468,061-335-6157
국립나주병원,기초정신건강복지센터,전라남도 장흥군 장흥읍 동교1길 13,,34.6770177,126.9070436,061-335-6157
국립부곡병원,국립,경상남도 창녕군 부곡면 부곡로 145,,35.4353713,128.6127559,055-520-2563
국립부곡병원,병원,경상남도 창녕군 부곡면 부곡로 145 (),,35.4353713,128.6127559,055-520-2563
국립암센터,국립,경기도 고양시 일산동구 일산로 323번지,,37.6635748,126.783539,031-920-0114
국립암센터,종합병원,경기도 고양시 일산동구 일산로 323 (마두동),,37.6591262,126.78344,031-920-0114
국립재활원,병원,서울특별시 강북구 삼각산로 58 (수유동),,37.6388911,127.010627,032-517-2941
국립정신건강센터,병원,"서울특별시 광진구 용마산로 127 (중곡동, 국립정신건강센터)",www.ncmh.go.kr/ncmh/main.do,37.5650705,127.0856347,02-444-9493
국립정신건강센터,중독관리통합지원센터,서울특별시 강북구 삼양로 335-1 2층,www.gbalcohol.co.kr,37.6332903,127.0170544,02-444-9493
국립중앙의료원,기초정신건강복지센터,"서울특별시 강동구 성내로 45, 1층",www.happygd.co.kr/,37.5292319,127.1255617,02-2262-4800
국립중앙의료원,국립,서울특별시 중구 을지로 245,,37.5674233,127.0060109,02-2262-4800
국립중앙의료원,종합병원,서울특별시 중구 을지로 245 (을지로6가),,37.5677844,127.0068849,02-2262-4800
국립춘천병원,국립,강원도 춘천시 동산면 영서로 824,,37.7716799,127.7661556,033-261-7999
국립춘천병원,병원,강원도 춘천시 동산면 영서로 824 824,,37.7716799,127.7661556,033-261-7999
국립춘천병원,기초정신건강복지센터,강원도 홍천군 홍천읍 신장대로5 홍천군건강증진센터 2층,www.hongcheon.gangwon.kr/mental,37.6901085,127.8768227,033-261-7999
